2 1.84959 -0.304646 0.919631 1256494184.8628809452 1.9952 0.4624 1.0155 
2 1.84959 -0.304646 0.919631 1256494184.8628809452 1.9759 0.18031 1.0553 
2 1.84959 -0.304646 0.919631 1256494184.8628809452 1.6369 -0.54727 0.96859 
2 1.84959 -0.304646 0.919631 1256494184.8628809452 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494184.8628809452 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494184.8628809452 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494184.8628809452 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494196.0629649162 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494196.0629649162 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494196.0629649162 1.9675 0.17962 1.0585 
2 1.84959 -0.304646 0.919631 1256494196.0629649162 2.0002 0.46274 1.0187 
2 1.84959 -0.304646 0.919631 1256494196.0629649162 1.6314 -0.55835 0.97092 
2 1.84959 -0.304646 0.919631 1256494207.3107447624 1.9911 0.46444 1.016 
2 1.84959 -0.304646 0.919631 1256494207.3107447624 1.9749 0.18298 1.0568 
2 1.84959 -0.304646 0.919631 1256494207.3107447624 1.6448 -0.5689 0.96872 
2 1.84959 -0.304646 0.919631 1256494207.3107447624 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494207.3107447624 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494218.5600619316 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494218.5600619316 1.9847 0.17257 1.0688 
2 1.84959 -0.304646 0.919631 1256494218.5600619316 1.6394 -0.55935 0.97816 
2 1.84959 -0.304646 0.919631 1256494218.5600619316 1.9937 -0.078527 0.9849 
2 1.84959 -0.304646 0.919631 1256494218.5600619316 1.976 0.45355 1.0279 
2 1.84959 -0.304646 0.919631 1256494229.8590357304 1.9883 0.44534 1.0306 
2 1.84959 -0.304646 0.919631 1256494229.8590357304 1.9501 0.17021 1.0733 
2 1.84959 -0.304646 0.919631 1256494229.8590357304 1.9814 -0.086829 0.98872 
2 1.84959 -0.304646 0.919631 1256494229.8590357304 1.6284 -0.55624 0.98388 
2 1.84959 -0.304646 0.919631 1256494229.8590357304 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494229.8590357304 -inf -inf -inf 
0 -0.963255 1.08957 0.734924 1256494241.1082599163 -1.1779 0.78398 0.88968 
0 -0.963255 1.08957 0.734924 1256494241.1082599163 -1.1347 1.0133 0.88766 
0 -0.963255 1.08957 0.734924 1256494241.1082599163 -1.0502 1.3805 0.79547 
0 -0.963255 1.08957 0.734924 1256494241.1082599163 -0.96603 1.5489 0.79906 
0 -0.963255 1.08957 0.734924 1256494241.1082599163 -0.7264 1.4138 0.78302 
0 -0.963255 1.08957 0.734924 1256494252.307571888 -0.70615 1.42 0.78266 
0 -0.963255 1.08957 0.734924 1256494252.307571888 -0.96426 1.5358 0.79103 
0 -0.963255 1.08957 0.734924 1256494252.307571888 -1.0552 1.3975 0.79228 
0 -0.963255 1.08957 0.734924 1256494252.307571888 -1.1285 1.027 0.88167 
0 -0.963255 1.08957 0.734924 1256494252.307571888 -1.1811 0.78931 0.8841 
0 -0.963255 1.08957 0.734924 1256494263.5550937653 -1.151 1.0176 0.89627 
0 -0.963255 1.08957 0.734924 1256494263.5550937653 -1.1904 0.78351 0.89867 
0 -0.963255 1.08957 0.734924 1256494263.5550937653 -1.0475 1.381 0.80519 
0 -0.963255 1.08957 0.734924 1256494263.5550937653 -0.95655 1.5317 0.80698 
0 -0.963255 1.08957 0.734924 1256494263.5550937653 -0.73046 1.4299 0.79734 
