0 -0.963255 1.08957 0.734924 1256494106.170968771 -1.1723 1.0304 0.89474 
0 -0.963255 1.08957 0.734924 1256494106.170968771 -1.2093 0.79248 0.89644 
0 -0.963255 1.08957 0.734924 1256494106.170968771 -1.004 1.5415 0.80331 
0 -0.963255 1.08957 0.734924 1256494106.170968771 -1.1025 1.389 0.80161 
0 -0.963255 1.08957 0.734924 1256494106.170968771 -0.77076 1.4657 0.79271 
0 -0.963255 1.08957 0.734924 1256494117.4242417812 -0.78913 1.465 0.78938 
0 -0.963255 1.08957 0.734924 1256494117.4242417812 -1.2219 0.79026 0.89346 
0 -0.963255 1.08957 0.734924 1256494117.4242417812 -1.1743 1.0262 0.89002 
0 -0.963255 1.08957 0.734924 1256494117.4242417812 -0.99266 1.5627 0.80249 
0 -0.963255 1.08957 0.734924 1256494117.4242417812 -1.1064 1.3976 0.79866 
0 -0.963255 1.08957 0.734924 1256494128.6708247662 -1.185 1.0032 0.89675 
0 -0.963255 1.08957 0.734924 1256494128.6708247662 -1.2026 0.76957 0.89731 
0 -0.963255 1.08957 0.734924 1256494128.6708247662 -1.0866 1.3757 0.80484 
0 -0.963255 1.08957 0.734924 1256494128.6708247662 -1.0032 1.5279 0.8071 
0 -0.963255 1.08957 0.734924 1256494128.6708247662 -0.7854 1.4386 0.79304 
0 -0.963255 1.08957 0.734924 1256494139.8680827618 -0.77481 1.4474 0.79203 
0 -0.963255 1.08957 0.734924 1256494139.8680827618 -1.0036 1.5255 0.80347 
0 -0.963255 1.08957 0.734924 1256494139.8680827618 -1.089 1.3656 0.80365 
0 -0.963255 1.08957 0.734924 1256494139.8680827618 -1.1633 1.0042 0.89528 
0 -0.963255 1.08957 0.734924 1256494139.8680827618 -1.1973 0.76718 0.89527 
1 -1.58823 -0.445682 1.12172 1256494151.1268639565 -inf -inf -inf 
1 -1.58823 -0.445682 1.12172 1256494151.1268639565 -inf -inf -inf 
1 -1.58823 -0.445682 1.12172 1256494151.1268639565 -inf -inf -inf 
1 -1.58823 -0.445682 1.12172 1256494151.1268639565 -1.6752 -0.74555 1.2774 
1 -1.58823 -0.445682 1.12172 1256494151.1268639565 -1.4918 -0.38945 1.2824 
1 -1.58823 -0.445682 1.12172 1256494162.3190248013 -1.4851 -0.37988 1.2791 
1 -1.58823 -0.445682 1.12172 1256494162.3190248013 -1.4103 -0.71571 1.2247 
1 -1.58823 -0.445682 1.12172 1256494162.3190248013 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494173.6161277294 -inf -inf -inf 
2 1.84959 -0.304646 0.919631 1256494173.6161277294 1.6304 -0.56133 0.97425 
2 1.84959 -0.304646 0.919631 1256494173.6161277294 2.1303 -0.13507 0.9707 
2 1.84959 -0.304646 0.919631 1256494173.6161277294 1.9649 0.17436 1.0643 
2 1.84959 -0.304646 0.919631 1256494173.6161277294 1.9964 0.45248 1.022 
